Date,Centre_Name,Commodity_Name,Price
2009-10-07,Lucknow,Tomato,22.0
2009-10-07,Ahmedabad,Tomato,21.0
2009-10-07,Mumbai,Tomato,20.0
2009-10-07,Jaipur,Tomato,10.0
2009-10-07,Shillong,Tomato,20.0
2009-07-13,Shimla,Tomato,15.0
2009-07-13,Ludhiana,Tomato,10.0
2009-07-13,Lucknow,Tomato,22.0
2009-07-13,Ahmedabad,Tomato,21.0
2009-07-13,Mumbai,Tomato,20.0
2009-07-13,Jaipur,Tomato,10.0
2009-07-13,Shillong,Tomato,20.0
2009-07-14,Shimla,Tomato,15.0
2009-07-14,Ludhiana,Tomato,10.0
2009-07-14,Lucknow,Tomato,22.0
2009-07-14,Ahmedabad,Tomato,21.0
2009-07-14,Mumbai,Tomato,20.0
2009-07-14,Jaipur,Tomato,10.0
2009-07-14,Shillong,Tomato,20.0
2009-07-15,Shimla,Tomato,15.0
2009-07-15,Ludhiana,Tomato,10.0
2009-07-15,Lucknow,Tomato,22.0
2009-07-15,Ahmedabad,Tomato,21.0
2009-07-15,Mumbai,Tomato,20.0
2009-07-15,Jaipur,Tomato,10.0
2009-07-15,Shillong,Tomato,20.0
2009-07-16,Shimla,Tomato,15.0
2009-07-16,Ludhiana,Tomato,10.0
2009-07-16,Lucknow,Tomato,22.0
2009-07-16,Ahmedabad,Tomato,21.0
2009-07-16,Mumbai,Tomato,20.0
2009-07-16,Jaipur,Tomato,10.0
2009-07-16,Shillong,Tomato,20.0
2009-07-17,Shimla,Tomato,15.0
2009-07-17,Ludhiana,Tomato,10.0
2009-07-17,Lucknow,Tomato,22.0
2009-07-17,Ahmedabad,Tomato,21.0
2009-07-17,Mumbai,Tomato,20.0
2009-07-17,Jaipur,Tomato,10.0
2009-07-17,Shillong,Tomato,20.0
2009-07-20,Shimla,Tomato,15.0
2009-07-20,Ludhiana,Tomato,10.0
2009-07-20,Lucknow,Tomato,22.0
2009-07-20,Ahmedabad,Tomato,21.0
2009-07-20,Mumbai,Tomato,20.0
2009-07-20,Jaipur,Tomato,10.0
2009-07-20,Shillong,Tomato,20.0
2009-07-21,Shimla,Tomato,15.0
2009-07-21,Ludhiana,Tomato,10.0
2009-07-21,Lucknow,Tomato,22.0
2009-07-21,Ahmedabad,Tomato,21.0
2009-07-21,Mumbai,Tomato,20.0
2009-07-21,Jaipur,Tomato,10.0
2009-07-21,Shillong,Tomato,20.0
2009-07-22,Shimla,Tomato,15.0
2009-07-22,Ludhiana,Tomato,10.0
2009-07-22,Lucknow,Tomato,22.0
2009-07-22,Ahmedabad,Tomato,21.0
2009-07-22,Mumbai,Tomato,20.0
2009-07-22,Jaipur,Tomato,10.0
2009-07-22,Shillong,Tomato,20.0
2009-07-23,Shimla,Tomato,15.0
2009-07-23,Ludhiana,Tomato,10.0
2009-07-23,Lucknow,Tomato,22.0
2009-07-23,Ahmedabad,Tomato,21.0
2009-07-23,Mumbai,Tomato,20.0
2009-07-23,Jaipur,Tomato,10.0
2009-07-23,Shillong,Tomato,20.0
2009-07-24,Shimla,Tomato,15.0
2009-07-24,Ludhiana,Tomato,10.0
2009-07-24,Lucknow,Tomato,22.0
2009-07-24,Ahmedabad,Tomato,21.0
2009-07-24,Mumbai,Tomato,20.0
2009-07-24,Jaipur,Tomato,10.0
2009-07-24,Shillong,Tomato,20.0
2009-07-27,Shimla,Tomato,15.0
2009-07-27,Ludhiana,Tomato,10.0
2009-07-27,Lucknow,Tomato,22.0
2009-07-27,Ahmedabad,Tomato,21.0
2009-07-27,Mumbai,Tomato,20.0
2009-07-27,Jaipur,Tomato,10.0
2009-07-27,Shillong,Tomato,20.0
2009-07-28,Shimla,Tomato,15.0
2009-07-28,Ludhiana,Tomato,10.0
2009-07-28,Lucknow,Tomato,22.0
2009-07-28,Ahmedabad,Tomato,21.0
2009-07-28,Mumbai,Tomato,20.0
2009-07-28,Jaipur,Tomato,10.0
2009-07-28,Shillong,Tomato,20.0
2009-07-29,Shimla,Tomato,15.0
2009-07-29,Ludhiana,Tomato,10.0
2009-07-29,Lucknow,Tomato,22.0
2009-07-29,Ahmedabad,Tomato,21.0
2009-07-29,Mumbai,Tomato,20.0
2009-07-29,Jaipur,Tomato,10.0
2009-07-29,Shillong,Tomato,20.0
2009-07-30,Shimla,Tomato,15.0
2009-07-30,Ludhiana,Tomato,10.0
2009-07-30,Lucknow,Tomato,22.0
2009-07-30,Ahmedabad,Tomato,21.0
2009-07-30,Mumbai,Tomato,20.0
2009-07-30,Jaipur,Tomato,10.0
2009-07-30,Shillong,Tomato,20.0
2009-07-31,Shimla,Tomato,15.0
2009-07-31,Ludhiana,Tomato,10.0
2009-07-31,Lucknow,Tomato,22.0
2009-07-31,Ahmedabad,Tomato,21.0
2009-07-31,Mumbai,Tomato,20.0
2009-07-31,Jaipur,Tomato,10.0
2009-07-31,Shillong,Tomato,20.0
2009-03-08,Shimla,Tomato,15.0
2009-03-08,Ludhiana,Tomato,10.0
2009-03-08,Lucknow,Tomato,22.0
2009-03-08,Ahmedabad,Tomato,21.0
2009-03-08,Mumbai,Tomato,20.0
2009-03-08,Jaipur,Tomato,10.0
2009-03-08,Shillong,Tomato,20.0
2009-04-08,Shimla,Tomato,15.0
2009-04-08,Ludhiana,Tomato,10.0
2009-04-08,Lucknow,Tomato,22.0
2009-04-08,Ahmedabad,Tomato,21.0
2009-04-08,Mumbai,Tomato,20.0
2009-04-08,Jaipur,Tomato,10.0
2009-04-08,Shillong,Tomato,20.0
2009-05-08,Shimla,Tomato,15.0
2009-05-08,Ludhiana,Tomato,10.0
2009-05-08,Lucknow,Tomato,22.0
2009-05-08,Ahmedabad,Tomato,21.0
2009-05-08,Mumbai,Tomato,20.0
2009-05-08,Jaipur,Tomato,10.0
2009-05-08,Shillong,Tomato,20.0
2009-06-08,Shimla,Tomato,15.0
2009-06-08,Ludhiana,Tomato,10.0
2009-06-08,Lucknow,Tomato,22.0
2009-06-08,Ahmedabad,Tomato,21.0
2009-06-08,Mumbai,Tomato,20.0
2009-06-08,Jaipur,Tomato,10.0
2009-06-08,Shillong,Tomato,20.0
2009-07-08,Shimla,Tomato,15.0
2009-07-08,Ludhiana,Tomato,10.0
2009-07-08,Lucknow,Tomato,22.0
2009-07-08,Ahmedabad,Tomato,21.0
2009-07-08,Mumbai,Tomato,20.0
2009-07-08,Jaipur,Tomato,10.0
2009-07-08,Shillong,Tomato,20.0
2009-10-08,Shimla,Tomato,15.0
2009-10-08,Ludhiana,Tomato,10.0
2009-10-08,Lucknow,Tomato,22.0
2009-10-08,Ahmedabad,Tomato,21.0
2009-10-08,Mumbai,Tomato,20.0
2009-10-08,Jaipur,Tomato,10.0
2009-10-08,Shillong,Tomato,20.0
2009-11-08,Shimla,Tomato,15.0
2009-11-08,Ludhiana,Tomato,10.0
2009-11-08,Lucknow,Tomato,22.0
2009-11-08,Ahmedabad,Tomato,21.0
2009-11-08,Mumbai,Tomato,20.0
2009-11-08,Jaipur,Tomato,10.0
2009-11-08,Shillong,Tomato,20.0
2009-12-08,Shimla,Tomato,15.0
2009-12-08,Ludhiana,Tomato,10.0
2009-12-08,Lucknow,Tomato,22.0
2009-12-08,Ahmedabad,Tomato,21.0
2009-12-08,Mumbai,Tomato,20.0
2009-12-08,Jaipur,Tomato,10.0
2009-12-08,Shillong,Tomato,20.0
2009-08-13,Shimla,Tomato,15.0
2009-08-13,Ludhiana,Tomato,10.0
2009-08-13,Lucknow,Tomato,22.0
2009-08-13,Ahmedabad,Tomato,21.0
2009-08-13,Mumbai,Tomato,20.0
2009-08-13,Jaipur,Tomato,10.0
2009-08-13,Shillong,Tomato,20.0
2009-08-17,Shimla,Tomato,15.0
2009-08-17,Ludhiana,Tomato,10.0
2009-08-17,Lucknow,Tomato,22.0
2009-08-17,Ahmedabad,Tomato,21.0
2009-08-17,Mumbai,Tomato,20.0
2009-08-17,Jaipur,Tomato,10.0
2009-08-17,Shillong,Tomato,20.0
2009-08-18,Shimla,Tomato,15.0
2009-08-18,Ludhiana,Tomato,10.0
2009-08-18,Lucknow,Tomato,22.0
2009-08-18,Ahmedabad,Tomato,21.0
2009-08-18,Mumbai,Tomato,20.0
2009-08-18,Jaipur,Tomato,10.0
2009-08-18,Shillong,Tomato,20.0
2009-08-19,Shimla,Tomato,15.0
2009-08-19,Ludhiana,Tomato,10.0
2009-08-19,Lucknow,Tomato,22.0
2009-08-19,Ahmedabad,Tomato,21.0
2009-08-19,Mumbai,Tomato,20.0
2009-08-19,Jaipur,Tomato,10.0
2009-08-19,Shillong,Tomato,20.0
2009-08-20,Shimla,Tomato,15.0
2009-08-20,Ludhiana,Tomato,10.0
2009-08-20,Lucknow,Tomato,22.0
2009-08-20,Ahmedabad,Tomato,21.0
2009-08-20,Mumbai,Tomato,20.0
2009-08-20,Jaipur,Tomato,10.0
2009-08-20,Shillong,Tomato,20.0
2009-08-21,Shimla,Tomato,15.0
2009-08-21,Ludhiana,Tomato,10.0
2009-08-21,Lucknow,Tomato,22.0
2009-08-21,Ahmedabad,Tomato,21.0
2009-08-21,Mumbai,Tomato,20.0
2009-08-21,Jaipur,Tomato,10.0
2009-08-21,Shillong,Tomato,20.0
2009-08-24,Shimla,Tomato,15.0
2009-08-24,Ludhiana,Tomato,10.0
2009-08-24,Lucknow,Tomato,22.0
2009-08-24,Ahmedabad,Tomato,21.0
2009-08-24,Mumbai,Tomato,20.0
2009-08-24,Jaipur,Tomato,10.0
2009-08-24,Shillong,Tomato,20.0
2009-08-25,Shimla,Tomato,15.0
2009-08-25,Ludhiana,Tomato,10.0
2009-08-25,Lucknow,Tomato,22.0
2009-08-25,Ahmedabad,Tomato,21.0
2009-08-25,Mumbai,Tomato,20.0
2009-08-25,Jaipur,Tomato,10.0
2009-08-25,Shillong,Tomato,20.0
2009-08-26,Shimla,Tomato,15.0
2009-08-26,Ludhiana,Tomato,10.0
2009-08-26,Lucknow,Tomato,22.0
2009-08-26,Ahmedabad,Tomato,21.0
2009-08-26,Mumbai,Tomato,20.0
2009-08-26,Jaipur,Tomato,10.0
2009-08-26,Shillong,Tomato,20.0
2009-08-27,Shimla,Tomato,15.0
2009-08-27,Ludhiana,Tomato,10.0
2009-08-27,Lucknow,Tomato,22.0
2009-08-27,Ahmedabad,Tomato,21.0
2009-08-27,Mumbai,Tomato,20.0
2009-08-27,Jaipur,Tomato,10.0
2009-08-27,Shillong,Tomato,20.0
2009-08-28,Shimla,Tomato,15.0
2009-08-28,Ludhiana,Tomato,10.0
2009-08-28,Lucknow,Tomato,22.0
2009-08-28,Ahmedabad,Tomato,21.0
2009-08-28,Mumbai,Tomato,20.0
2009-08-28,Jaipur,Tomato,10.0
2009-08-28,Shillong,Tomato,20.0
2009-08-31,Shimla,Tomato,15.0
2009-08-31,Ludhiana,Tomato,10.0
2009-08-31,Lucknow,Tomato,22.0
2009-08-31,Ahmedabad,Tomato,21.0
2009-08-31,Mumbai,Tomato,20.0
2009-08-31,Jaipur,Tomato,10.0
2009-08-31,Shillong,Tomato,20.0
2009-01-09,Shimla,Tomato,15.0
2009-01-09,Ludhiana,Tomato,10.0
2009-01-09,Lucknow,Tomato,22.0
2009-01-09,Ahmedabad,Tomato,21.0
2009-01-09,Mumbai,Tomato,20.0
2009-01-09,Jaipur,Tomato,10.0
2009-01-09,Shillong,Tomato,20.0
2009-02-09,Shimla,Tomato,15.0
2009-02-09,Ludhiana,Tomato,10.0
2009-02-09,Lucknow,Tomato,22.0
2009-02-09,Ahmedabad,Tomato,21.0
2009-02-09,Mumbai,Tomato,20.0
2009-02-09,Jaipur,Tomato,10.0
2009-02-09,Shillong,Tomato,20.0
2009-03-09,Shimla,Tomato,15.0
2009-03-09,Ludhiana,Tomato,10.0
2009-03-09,Lucknow,Tomato,22.0
2009-03-09,Ahmedabad,Tomato,21.0
2009-03-09,Mumbai,Tomato,20.0
2009-03-09,Jaipur,Tomato,10.0
2009-03-09,Shillong,Tomato,20.0
2009-04-09,Shimla,Tomato,15.0
2009-04-09,Ludhiana,Tomato,10.0
2009-04-09,Lucknow,Tomato,22.0
2009-04-09,Ahmedabad,Tomato,21.0
2009-04-09,Mumbai,Tomato,20.0
2009-04-09,Jaipur,Tomato,10.0
2009-04-09,Shillong,Tomato,20.0
2009-07-09,Shimla,Tomato,15.0
2009-07-09,Ludhiana,Tomato,10.0
2009-07-09,Lucknow,Tomato,22.0
2009-07-09,Ahmedabad,Tomato,21.0
2009-07-09,Mumbai,Tomato,20.0
2009-07-09,Jaipur,Tomato,10.0
2009-07-09,Shillong,Tomato,20.0
2009-08-09,Shimla,Tomato,15.0
2009-08-09,Ludhiana,Tomato,10.0
2009-08-09,Lucknow,Tomato,22.0
2009-08-09,Ahmedabad,Tomato,21.0
2009-08-09,Mumbai,Tomato,20.0
2009-08-09,Jaipur,Tomato,10.0
2009-08-09,Shillong,Tomato,20.0
2009-09-09,Shimla,Tomato,15.0
2009-09-09,Ludhiana,Tomato,10.0
2009-09-09,Lucknow,Tomato,22.0
2009-09-09,Ahmedabad,Tomato,21.0
2009-09-09,Mumbai,Tomato,20.0
2009-09-09,Jaipur,Tomato,10.0
2009-09-09,Shillong,Tomato,20.0
2009-10-09,Shimla,Tomato,15.0
2009-10-09,Ludhiana,Tomato,10.0
2009-10-09,Lucknow,Tomato,22.0
2009-10-09,Ahmedabad,Tomato,21.0
2009-10-09,Mumbai,Tomato,20.0
2009-10-09,Jaipur,Tomato,10.0
2009-10-09,Shillong,Tomato,20.0
2009-11-09,Shimla,Tomato,15.0
2009-11-09,Ludhiana,Tomato,10.0
2009-11-09,Lucknow,Tomato,22.0
2009-11-09,Ahmedabad,Tomato,21.0
2009-11-09,Mumbai,Tomato,20.0
2009-11-09,Jaipur,Tomato,10.0
2009-11-09,Shillong,Tomato,20.0
2009-09-14,Shimla,Tomato,15.0
2009-09-14,Ludhiana,Tomato,10.0
2009-09-14,Lucknow,Tomato,22.0
2009-09-14,Ahmedabad,Tomato,21.0
2009-09-14,Mumbai,Tomato,20.0
2009-09-14,Jaipur,Tomato,10.0
2009-09-14,Shillong,Tomato,20.0
2009-09-15,Shimla,Tomato,15.0
2009-09-15,Ludhiana,Tomato,10.0
2009-09-15,Lucknow,Tomato,22.0
2009-09-15,Ahmedabad,Tomato,21.0
2009-09-15,Mumbai,Tomato,20.0
2009-09-15,Jaipur,Tomato,10.0
2009-09-15,Shillong,Tomato,20.0
2009-09-16,Shimla,Tomato,15.0
2009-09-16,Ludhiana,Tomato,10.0
2009-09-16,Lucknow,Tomato,22.0
2009-09-16,Ahmedabad,Tomato,21.0
2009-09-16,Mumbai,Tomato,20.0
2009-09-16,Jaipur,Tomato,10.0
2009-09-16,Shillong,Tomato,20.0
2009-09-17,Shimla,Tomato,15.0
2009-09-17,Ludhiana,Tomato,10.0
2009-09-17,Lucknow,Tomato,22.0
2009-09-17,Ahmedabad,Tomato,21.0
2009-09-17,Mumbai,Tomato,20.0
2009-09-17,Jaipur,Tomato,10.0
2009-09-17,Shillong,Tomato,20.0
2009-09-18,Shimla,Tomato,15.0
2009-09-18,Ludhiana,Tomato,10.0
2009-09-18,Lucknow,Tomato,22.0
2009-09-18,Ahmedabad,Tomato,21.0
2009-09-18,Mumbai,Tomato,20.0
2009-09-18,Jaipur,Tomato,10.0
2009-09-18,Shillong,Tomato,20.0
2009-09-22,Shimla,Tomato,15.0
2009-09-22,Ludhiana,Tomato,10.0
2009-09-22,Lucknow,Tomato,22.0
2009-09-22,Ahmedabad,Tomato,21.0
2009-09-22,Mumbai,Tomato,20.0
2009-09-22,Jaipur,Tomato,10.0
2009-09-22,Shillong,Tomato,20.0
2009-09-23,Shimla,Tomato,15.0
2009-09-23,Ludhiana,Tomato,10.0
2009-09-23,Lucknow,Tomato,22.0
2009-09-23,Ahmedabad,Tomato,21.0
2009-09-23,Mumbai,Tomato,20.0
2009-09-23,Jaipur,Tomato,10.0
2009-09-23,Shillong,Tomato,20.0
2009-09-24,Shimla,Tomato,15.0
2009-09-24,Ludhiana,Tomato,10.0
2009-09-24,Lucknow,Tomato,22.0
2009-09-24,Ahmedabad,Tomato,21.0
2009-09-24,Mumbai,Tomato,20.0
2009-09-24,Jaipur,Tomato,10.0
2009-09-24,Shillong,Tomato,20.0
2009-09-25,Shimla,Tomato,15.0
2009-09-25,Ludhiana,Tomato,10.0
2009-09-25,Lucknow,Tomato,22.0
2009-09-25,Ahmedabad,Tomato,21.0
2009-09-25,Mumbai,Tomato,20.0
2009-09-25,Jaipur,Tomato,10.0
2009-09-25,Shillong,Tomato,20.0
2009-09-29,Shimla,Tomato,15.0
2009-09-29,Ludhiana,Tomato,10.0
2009-09-29,Lucknow,Tomato,22.0
2009-09-29,Ahmedabad,Tomato,21.0
2009-09-29,Mumbai,Tomato,20.0
2009-09-29,Jaipur,Tomato,10.0
2009-09-29,Shillong,Tomato,20.0
2009-09-30,Shimla,Tomato,15.0
2009-09-30,Ludhiana,Tomato,10.0
2009-09-30,Lucknow,Tomato,22.0
2009-09-30,Ahmedabad,Tomato,21.0
2009-09-30,Mumbai,Tomato,20.0
2009-09-30,Jaipur,Tomato,10.0
2009-09-30,Shillong,Tomato,20.0
2009-01-10,Shimla,Tomato,15.0
2009-01-10,Ludhiana,Tomato,10.0
2009-01-10,Lucknow,Tomato,22.0
2009-01-10,Ahmedabad,Tomato,21.0
2009-01-10,Mumbai,Tomato,20.0
2009-01-10,Jaipur,Tomato,7.0
2009-01-10,Shillong,Tomato,20.0
2009-05-10,Shimla,Tomato,15.0
2009-05-10,Ludhiana,Tomato,10.0
2009-05-10,Lucknow,Tomato,22.0
2009-05-10,Ahmedabad,Tomato,21.0
2009-05-10,Mumbai,Tomato,20.0
2009-05-10,Jaipur,Tomato,7.0
2009-05-10,Shillong,Tomato,20.0
2009-06-10,Shimla,Tomato,15.0
2009-06-10,Ludhiana,Tomato,10.0
2009-06-10,Lucknow,Tomato,16.0
2009-06-10,Ahmedabad,Tomato,13.5
2009-06-10,Mumbai,Tomato,11.0
2009-06-10,Jaipur,Tomato,7.0
2009-06-10,Shillong,Tomato,20.0
2009-07-10,Shimla,Tomato,15.0
2009-07-10,Ludhiana,Tomato,10.0
2009-07-10,Lucknow,Tomato,16.0
2009-07-10,Ahmedabad,Tomato,13.5
2009-07-10,Mumbai,Tomato,11.0
2009-07-10,Jaipur,Tomato,7.0
2009-07-10,Shillong,Tomato,20.0
2009-08-10,Shimla,Tomato,15.0
2009-08-10,Ludhiana,Tomato,10.0
2009-08-10,Lucknow,Tomato,16.0
2009-08-10,Ahmedabad,Tomato,13.5
2009-08-10,Mumbai,Tomato,11.0
2009-08-10,Jaipur,Tomato,7.0
2009-08-10,Shillong,Tomato,20.0
2009-09-10,Shimla,Tomato,15.0
2009-09-10,Ludhiana,Tomato,10.0
2009-09-10,Lucknow,Tomato,15.0
2009-09-10,Ahmedabad,Tomato,13.5
2009-09-10,Mumbai,Tomato,12.0
2009-09-10,Jaipur,Tomato,7.0
2009-09-10,Shillong,Tomato,20.0
2009-12-10,Shimla,Tomato,15.0
2009-12-10,Ludhiana,Tomato,10.0
2009-12-10,Lucknow,Tomato,15.0
2009-12-10,Ahmedabad,Tomato,13.5
2009-12-10,Mumbai,Tomato,12.0
2009-12-10,Jaipur,Tomato,7.0
2009-12-10,Shillong,Tomato,20.0
2009-10-13,Shimla,Tomato,15.0
2009-10-13,Ludhiana,Tomato,10.0
2009-10-13,Lucknow,Tomato,16.0
2009-10-13,Ahmedabad,Tomato,14.0
2009-10-13,Mumbai,Tomato,12.0
2009-10-13,Jaipur,Tomato,7.0
2009-10-13,Shillong,Tomato,20.0
2009-10-14,Shimla,Tomato,15.0
2009-10-14,Ludhiana,Tomato,10.0
2009-10-14,Lucknow,Tomato,16.0
2009-10-14,Ahmedabad,Tomato,14.0
2009-10-14,Mumbai,Tomato,12.0
2009-10-14,Jaipur,Tomato,14.0
2009-10-14,Shillong,Tomato,20.0
2009-10-15,Shimla,Tomato,15.0
2009-10-15,Ludhiana,Tomato,10.0
2009-10-15,Lucknow,Tomato,16.0
2009-10-15,Ahmedabad,Tomato,14.0
2009-10-15,Mumbai,Tomato,12.0
2009-10-15,Jaipur,Tomato,14.0
2009-10-15,Shillong,Tomato,20.0
2009-10-16,Shimla,Tomato,15.0
2009-10-16,Ludhiana,Tomato,10.0
2009-10-16,Lucknow,Tomato,16.0
2009-10-16,Ahmedabad,Tomato,17.5
2009-10-16,Mumbai,Tomato,19.0
2009-10-16,Jaipur,Tomato,14.0
2009-10-16,Shillong,Tomato,20.0
2009-10-19,Shimla,Tomato,15.0
2009-10-19,Ludhiana,Tomato,10.0
2009-10-19,Lucknow,Tomato,16.0
2009-10-19,Ahmedabad,Tomato,17.5
2009-10-19,Mumbai,Tomato,19.0
2009-10-19,Jaipur,Tomato,14.0
2009-10-19,Shillong,Tomato,20.0
2009-10-20,Shimla,Tomato,15.0
2009-10-20,Ludhiana,Tomato,10.0
2009-10-20,Lucknow,Tomato,16.0
2009-10-20,Ahmedabad,Tomato,17.5
2009-10-20,Mumbai,Tomato,19.0
2009-10-20,Jaipur,Tomato,14.0
2009-10-20,Shillong,Tomato,20.0
2009-10-21,Shimla,Tomato,15.0
2009-10-21,Ludhiana,Tomato,10.0
2009-10-21,Lucknow,Tomato,18.0
2009-10-21,Ahmedabad,Tomato,18.5
2009-10-21,Mumbai,Tomato,19.0
2009-10-21,Jaipur,Tomato,14.0
2009-10-21,Shillong,Tomato,20.0
2009-10-22,Shimla,Tomato,15.0
2009-10-22,Ludhiana,Tomato,10.0
2009-10-22,Lucknow,Tomato,18.0
2009-10-22,Ahmedabad,Tomato,14.5
2009-10-22,Mumbai,Tomato,11.0
2009-10-22,Jaipur,Tomato,14.0
2009-10-22,Shillong,Tomato,20.0
2009-10-23,Shimla,Tomato,15.0
2009-10-23,Ludhiana,Tomato,10.0
2009-10-23,Lucknow,Tomato,18.0
2009-10-23,Ahmedabad,Tomato,14.5
2009-10-23,Mumbai,Tomato,11.0
2009-10-23,Jaipur,Tomato,14.0
2009-10-23,Shillong,Tomato,20.0
2009-10-26,Shimla,Tomato,15.0
2009-10-26,Ludhiana,Tomato,10.0
2009-10-26,Lucknow,Tomato,18.0
2009-10-26,Ahmedabad,Tomato,14.5
2009-10-26,Mumbai,Tomato,11.0
2009-10-26,Jaipur,Tomato,14.0
2009-10-26,Shillong,Tomato,20.0
2009-10-27,Shimla,Tomato,15.0
2009-10-27,Ludhiana,Tomato,10.0
2009-10-27,Lucknow,Tomato,18.0
2009-10-27,Ahmedabad,Tomato,14.5
2009-10-27,Mumbai,Tomato,11.0
2009-10-27,Jaipur,Tomato,14.0
2009-10-27,Shillong,Tomato,20.0
2009-10-28,Shimla,Tomato,15.0
2009-10-28,Ludhiana,Tomato,10.0
2009-10-28,Lucknow,Tomato,18.0
2009-10-28,Ahmedabad,Tomato,14.5
2009-10-28,Mumbai,Tomato,11.0
2009-10-28,Jaipur,Tomato,12.0
2009-10-28,Shillong,Tomato,20.0
2009-10-29,Shimla,Tomato,15.0
2009-10-29,Ludhiana,Tomato,10.0
2009-10-29,Lucknow,Tomato,18.0
2009-10-29,Ahmedabad,Tomato,14.5
2009-10-29,Mumbai,Tomato,11.0
2009-10-29,Jaipur,Tomato,12.0
2009-10-29,Shillong,Tomato,20.0
2009-10-30,Shimla,Tomato,15.0
2009-10-30,Ludhiana,Tomato,10.0
2009-10-30,Lucknow,Tomato,18.0
2009-10-30,Ahmedabad,Tomato,14.5
2009-10-30,Mumbai,Tomato,11.0
2009-10-30,Jaipur,Tomato,12.0
2009-10-30,Shillong,Tomato,20.0
2009-03-11,Shimla,Tomato,15.0
2009-03-11,Ludhiana,Tomato,10.0
2009-03-11,Lucknow,Tomato,18.0
2009-03-11,Ahmedabad,Tomato,14.5
2009-03-11,Mumbai,Tomato,11.0
2009-03-11,Jaipur,Tomato,12.0
2009-03-11,Shillong,Tomato,20.0
2009-04-11,Shimla,Tomato,15.0
2009-04-11,Ludhiana,Tomato,10.0
2009-04-11,Lucknow,Tomato,18.0
2009-04-11,Ahmedabad,Tomato,14.5
2009-04-11,Mumbai,Tomato,11.0
2009-04-11,Jaipur,Tomato,12.0
2009-04-11,Shillong,Tomato,20.0
2009-05-11,Shimla,Tomato,15.0
2009-05-11,Ludhiana,Tomato,10.0
2009-05-11,Lucknow,Tomato,18.0
2009-05-11,Ahmedabad,Tomato,14.5
2009-05-11,Mumbai,Tomato,11.0
2009-05-11,Jaipur,Tomato,12.0
2009-05-11,Shillong,Tomato,20.0
2009-06-11,Shimla,Tomato,15.0
2009-06-11,Ludhiana,Tomato,10.0
2009-06-11,Lucknow,Tomato,18.0
2009-06-11,Ahmedabad,Tomato,14.5
2009-06-11,Mumbai,Tomato,11.0
2009-06-11,Jaipur,Tomato,12.0
2009-06-11,Shillong,Tomato,20.0
2009-09-11,Shimla,Tomato,15.0
2009-09-11,Ludhiana,Tomato,10.0
2009-09-11,Lucknow,Tomato,20.0
2009-09-11,Ahmedabad,Tomato,15.5
2009-09-11,Mumbai,Tomato,11.0
2009-09-11,Jaipur,Tomato,12.0
2009-09-11,Shillong,Tomato,20.0
2009-10-11,Shimla,Tomato,15.0
2009-10-11,Ludhiana,Tomato,10.0
2009-10-11,Lucknow,Tomato,20.0
2009-10-11,Ahmedabad,Tomato,16.5
2009-10-11,Mumbai,Tomato,13.0
2009-10-11,Jaipur,Tomato,12.0
2009-10-11,Shillong,Tomato,20.0
2009-11-11,Shimla,Tomato,15.0
2009-11-11,Ludhiana,Tomato,10.0
2009-11-11,Lucknow,Tomato,20.0
2009-11-11,Ahmedabad,Tomato,16.5
2009-11-11,Mumbai,Tomato,13.0
2009-11-11,Jaipur,Tomato,12.0
2009-11-11,Shillong,Tomato,20.0
2009-12-11,Shimla,Tomato,15.0
2009-12-11,Ludhiana,Tomato,10.0
2009-12-11,Lucknow,Tomato,20.0
2009-12-11,Ahmedabad,Tomato,16.5
2009-12-11,Mumbai,Tomato,13.0
2009-12-11,Jaipur,Tomato,12.0
2009-12-11,Shillong,Tomato,20.0
2009-11-13,Shimla,Tomato,15.0
2009-11-13,Ludhiana,Tomato,10.0
2009-11-13,Lucknow,Tomato,20.0
2009-11-13,Ahmedabad,Tomato,16.5
2009-11-13,Mumbai,Tomato,13.0
2009-11-13,Jaipur,Tomato,12.0
2009-11-13,Shillong,Tomato,20.0
2009-11-16,Shimla,Tomato,15.0
2009-11-16,Ludhiana,Tomato,10.0
2009-11-16,Lucknow,Tomato,20.0
2009-11-16,Ahmedabad,Tomato,16.5
2009-11-16,Mumbai,Tomato,13.0
2009-11-16,Jaipur,Tomato,12.0
2009-11-16,Shillong,Tomato,20.0
2009-11-17,Shimla,Tomato,15.0
2009-11-17,Ludhiana,Tomato,10.0
2009-11-17,Lucknow,Tomato,20.0
2009-11-17,Ahmedabad,Tomato,16.5
2009-11-17,Mumbai,Tomato,13.0
2009-11-17,Jaipur,Tomato,12.0
2009-11-17,Shillong,Tomato,20.0
2009-11-18,Shimla,Tomato,15.0
2009-11-18,Ludhiana,Tomato,10.0
2009-11-18,Lucknow,Tomato,20.0
2009-11-18,Ahmedabad,Tomato,16.5
2009-11-18,Mumbai,Tomato,13.0
2009-11-18,Jaipur,Tomato,12.0
2009-11-18,Shillong,Tomato,20.0
2009-11-19,Shimla,Tomato,15.0
2009-11-19,Ludhiana,Tomato,10.0
2009-11-19,Lucknow,Tomato,20.0
2009-11-19,Ahmedabad,Tomato,16.5
2009-11-19,Mumbai,Tomato,13.0
2009-11-19,Jaipur,Tomato,12.0
2009-11-19,Shillong,Tomato,20.0
2009-11-20,Shimla,Tomato,15.0
2009-11-20,Ludhiana,Tomato,10.0
2009-11-20,Lucknow,Tomato,20.0
